"kind","test","classification","lane","root_cause","source_line"
"FAILED","tests/test_local_ollama_only_policy.py::test_rules_route_does_not_call_ollama","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_local_ollama_only_policy.py::test_rules_route_does_not_call_ollama"
"FAILED","tests/test_local_ollama_only_policy.py::test_fake_uuid_from_output_is_rejected","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_local_ollama_only_policy.py::test_fake_uuid_from_output_is_rejected"
"FAILED","tests/test_login_gate.py::TestFunnelSignalsOnly::test_save_does_not_persist_case_facts","REAL DEFECT","backend/tests","Non-environment assertion or exception; inspect before fixing.","FAILED tests/test_login_gate.py::TestFunnelSignalsOnly::test_save_does_not_persist_case_facts"
"FAILED","tests/test_login_gate.py::TestFunnelSignalsOnly::test_claim_returns_no_answers","REAL DEFECT","backend/tests","Non-environment assertion or exception; inspect before fixing.","FAILED tests/test_login_gate.py::TestFunnelSignalsOnly::test_claim_returns_no_answers"
"FAILED","tests/test_magic_link.py::TestMagicLinkConsume::test_consume_unknown_token_is_rejected","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_magic_link.py::TestMagicLinkConsume::test_consume_unknown_token_is_rejected"
"FAILED","tests/test_magic_link.py::TestMagicLinkConsume::test_full_flow_issue_then_consume","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_magic_link.py::TestMagicLinkConsume::test_full_flow_issue_then_consume"
"FAILED","tests/test_magic_link.py::TestMagicLinkConsume::test_issue_for_existing_account","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_magic_link.py::TestMagicLinkConsume::test_issue_for_existing_account"
"FAILED","tests/test_magic_link.py::TestMagicLinkConsume::test_token_is_single_use","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_magic_link.py::TestMagicLinkConsume::test_token_is_single_use"
"FAILED","tests/test_materialized_current_chunks.py::test_matview_exists_and_queryable","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_materialized_current_chunks.py::test_matview_exists_and_queryable"
"FAILED","tests/test_materialized_current_chunks.py::test_matview_excludes_ni_and_missing_provenance","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_materialized_current_chunks.py::test_matview_excludes_ni_and_missing_provenance"
"FAILED","tests/test_mother_controller.py::TestMotherController::test_process_factual_lane","ENVIRONMENT","intake/diagnosis","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_mother_controller.py::TestMotherController::test_process_factual_lane"
"FAILED","tests/test_mother_controller.py::TestMotherController::test_assess_wires_mother_controller","ENVIRONMENT","intake/diagnosis","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_mother_controller.py::TestMotherController::test_assess_wires_mother_controller"
"FAILED","tests/test_mother_controller.py::TestMotherController::test_diagnosis_alias","ENVIRONMENT","intake/diagnosis","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_mother_controller.py::TestMotherController::test_diagnosis_alias"
"FAILED","tests/test_mother_language_integration.py::test_mother_applies_arabic_language_layer_on_factual_lane","REAL DEFECT","backend/tests","Non-environment assertion or exception; inspect before fixing.","FAILED tests/test_mother_language_integration.py::test_mother_applies_arabic_language_layer_on_factual_lane"
"FAILED","tests/test_no_hardcoded_legal_values.py::test_distinctive_cap_values_not_hardcoded_in_app_code","REAL DEFECT","backend/tests","Non-environment assertion or exception; inspect before fixing.","FAILED tests/test_no_hardcoded_legal_values.py::test_distinctive_cap_values_not_hardcoded_in_app_code"
"FAILED","tests/test_onboarding.py::test_missing_role_is_422","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_onboarding.py::test_missing_role_is_422 - psycopg2.errors.U..."
"FAILED","tests/test_onboarding.py::test_empty_role_is_400","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_onboarding.py::test_empty_role_is_400 - assert 401 == 400"
"FAILED","tests/test_onboarding.py::test_unknown_role_is_400","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_onboarding.py::test_unknown_role_is_400 - assert 401 == 400"
"FAILED","tests/test_onboarding.py::test_creates_first_case","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_onboarding.py::test_creates_first_case - AssertionError: {""..."
"FAILED","tests/test_onboarding.py::test_case_title_from_name_when_no_case_type","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_onboarding.py::test_case_title_from_name_when_no_case_type"
"FAILED","tests/test_onboarding.py::test_case_title_neutral_fallback","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_onboarding.py::test_case_title_neutral_fallback - Assertion..."
"FAILED","tests/test_onboarding.py::test_idempotent_second_call_returns_same_case","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_onboarding.py::test_idempotent_second_call_returns_same_case"
"FAILED","tests/test_onboarding.py::test_idempotent_resubmit_does_not_wipe_name","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_onboarding.py::test_idempotent_resubmit_does_not_wipe_name"
"FAILED","tests/test_onboarding.py::test_onboarding_case_appears_in_cases_list","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_onboarding.py::test_onboarding_case_appears_in_cases_list"
"FAILED","tests/test_onboarding.py::test_status_flips_after_completion","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_onboarding.py::test_status_flips_after_completion - assert ..."
"FAILED","tests/test_outbox.py::test_publish_creates_pending_event_with_trace","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_outbox.py::test_publish_creates_pending_event_with_trace - ..."
"FAILED","tests/test_outbox.py::test_duplicate_idempotency_key_is_noop","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_outbox.py::test_duplicate_idempotency_key_is_noop - Asserti..."
"FAILED","tests/test_outbox.py::test_worker_drains_pending_to_processed","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_outbox.py::test_worker_drains_pending_to_processed - assert..."
"FAILED","tests/test_outbox.py::test_failing_handler_retries_then_dead_letters","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_outbox.py::test_failing_handler_retries_then_dead_letters"
"FAILED","tests/test_outbox_worker.py::test_claim_sets_processing_and_preserves_trace","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_outbox_worker.py::test_claim_sets_processing_and_preserves_trace"
"FAILED","tests/test_outbox_worker.py::test_dispatch_success_marks_processed_with_timestamp","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_outbox_worker.py::test_dispatch_success_marks_processed_with_timestamp"
"FAILED","tests/test_outbox_worker.py::test_failure_increments_retry_and_records_error","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_outbox_worker.py::test_failure_increments_retry_and_records_error"
"FAILED","tests/test_outbox_worker.py::test_dead_letter_after_max_retries","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_outbox_worker.py::test_dead_letter_after_max_retries - psyc..."
"FAILED","tests/test_payment_confirm_test_route.py::test_confirm_test_payment_disabled_outside_test_mode","ENVIRONMENT","payment","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_payment_confirm_test_route.py::test_confirm_test_payment_disabled_outside_test_mode"
"FAILED","tests/test_reasoning_routes.py::test_stream_factual_returns_deterministic_json_no_llm","REAL DEFECT","backend/tests","Non-environment assertion or exception; inspect before fixing.","FAILED tests/test_reasoning_routes.py::test_stream_factual_returns_deterministic_json_no_llm"
"FAILED","tests/test_reasoning_routes.py::test_stream_reasoning_enabled_yields_event_stream_failsoft","REAL DEFECT","backend/tests","Non-environment assertion or exception; inspect before fixing.","FAILED tests/test_reasoning_routes.py::test_stream_reasoning_enabled_yields_event_stream_failsoft"
"FAILED","tests/test_retrieval_jurisdiction_and_provenance.py::test_gb_unfair_dismissal_retrieves_gb_rules","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_retrieval_jurisdiction_and_provenance.py::test_gb_unfair_dismissal_retrieves_gb_rules"
"FAILED","tests/test_retrieval_jurisdiction_and_provenance.py::test_ni_does_not_retrieve_gb_rules","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_retrieval_jurisdiction_and_provenance.py::test_ni_does_not_retrieve_gb_rules"
"FAILED","tests/test_retrieval_jurisdiction_and_provenance.py::test_retrieved_bundle_has_provenance","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_retrieval_jurisdiction_and_provenance.py::test_retrieved_bundle_has_provenance"
"FAILED","tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.time_limit_months]","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.time_limit_months]"
"FAILED","tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.early_conciliation_required]","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.early_conciliation_required]"
"FAILED","tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.qualifying_period]","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.qualifying_period]"
"FAILED","tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.compensatory_cap_amount]","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.compensatory_cap_amount]"
"FAILED","tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.compensatory_cap_weeks_pay]","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.compensatory_cap_weeks_pay]"
"FAILED","tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.weeks_pay_cap_amount]","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.weeks_pay_cap_amount]"
"FAILED","tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.basic_award_formula]","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.basic_award_formula]"
"FAILED","tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.basic_award_min_automatic]","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.basic_award_min_automatic]"
"FAILED","tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.acas_code_adjustment_percent]","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.acas_code_adjustment_percent]"
"FAILED","tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.not_reasonably_practicable_extension]","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_required_gb_rule_present[unfair_dismissal.not_reasonably_practicable_extension]"
"FAILED","tests/test_rules_integrity.py::test_current_rules_fully_cited","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_current_rules_fully_cited - psycop..."
"FAILED","tests/test_rules_integrity.py::test_verification_status_in_allowed_set","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_verification_status_in_allowed_set"
"FAILED","tests/test_rules_integrity.py::test_caps_tied_to_official_uksi","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_caps_tied_to_official_uksi - psyco..."
"FAILED","tests/test_rules_integrity.py::test_caps_effective_dated_history","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_rules_integrity.py::test_caps_effective_dated_history - psy..."
"FAILED","tests/test_services_health.py::test_rules_engine_evaluate_real","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_services_health.py::test_rules_engine_evaluate_real - asser..."
"FAILED","tests/test_services_health.py::test_citation_guard_fake_uuid_fails","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_services_health.py::test_citation_guard_fake_uuid_fails - p..."
"FAILED","tests/test_services_health.py::test_rag_retrieval_local_corpus_only","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/test_services_health.py::test_rag_retrieval_local_corpus_only - ..."
"FAILED","tests/test_sovereign_pipeline.py::test_a_ingest_writes_extracted_profile_row","REAL DEFECT","backend/tests","Non-environment assertion or exception; inspect before fixing.","FAILED tests/test_sovereign_pipeline.py::test_a_ingest_writes_extracted_profile_row"
"FAILED","tests/test_sovereign_pipeline.py::test_b_query_streams_stages_and_is_citation_guarded","REAL DEFECT","backend/tests","Non-environment assertion or exception; inspect before fixing.","FAILED tests/test_sovereign_pipeline.py::test_b_query_streams_stages_and_is_citation_guarded"
"FAILED","tests/test_sovereign_pipeline.py::test_c_fake_citation_fails_closed","REAL DEFECT","backend/tests","Non-environment assertion or exception; inspect before fixing.","FAILED tests/test_sovereign_pipeline.py::test_c_fake_citation_fails_closed - ..."
"FAILED","tests/uploads/test_uploads.py::TestDocumentTableSchema::test_documents_table_exists","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/uploads/test_uploads.py::TestDocumentTableSchema::test_documents_table_exists"
"FAILED","tests/uploads/test_uploads.py::TestDocumentTableSchema::test_documents_scoped_to_case","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/uploads/test_uploads.py::TestDocumentTableSchema::test_documents_scoped_to_case"
"FAILED","tests/uploads/test_uploads.py::TestDocumentTableSchema::test_documents_has_user_upload_flag","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/uploads/test_uploads.py::TestDocumentTableSchema::test_documents_has_user_upload_flag"
"FAILED","tests/uploads/test_uploads.py::TestDocumentTableSchema::test_documents_has_extracted_facts_field","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/uploads/test_uploads.py::TestDocumentTableSchema::test_documents_has_extracted_facts_field"
"FAILED","tests/uploads/test_uploads.py::TestDocumentTableSchema::test_cases_scoped_to_user","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/uploads/test_uploads.py::TestDocumentTableSchema::test_cases_scoped_to_user"
"FAILED","tests/uploads/test_uploads.py::TestUploadArchitectureReadiness::test_storage_ref_column_exists","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/uploads/test_uploads.py::TestUploadArchitectureReadiness::test_storage_ref_column_exists"
"FAILED","tests/uploads/test_uploads.py::TestUploadArchitectureReadiness::test_doc_type_column_exists","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","FAILED tests/uploads/test_uploads.py::TestUploadArchitectureReadiness::test_doc_type_column_exists"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestListIsolation::test_user_a_lists_only_own_cases","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestListIsolation::test_user_a_lists_only_own_cases"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestListIsolation::test_user_b_lists_only_own_cases","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestListIsolation::test_user_b_lists_only_own_cases"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestListIsolation::test_list_requires_authentication","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestListIsolation::test_list_requires_authentication"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestGetCaseIsolation::test_owner_reads_own_case","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestGetCaseIsolation::test_owner_reads_own_case"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestGetCaseIsolation::test_cross_user_get_is_forbidden","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestGetCaseIsolation::test_cross_user_get_is_forbidden"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestGetCaseIsolation::test_cross_user_get_reverse_is_forbidden","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestGetCaseIsolation::test_cross_user_get_reverse_is_forbidden"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestGetCaseIsolation::test_anonymous_get_is_unauthorized","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestGetCaseIsolation::test_anonymous_get_is_unauthorized"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_deadline_forbidden","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_deadline_forbidden"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_anonymous_deadline_unauthorized","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_anonymous_deadline_unauthorized"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_list_reminders_forbidden","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_list_reminders_forbidden"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_create_reminder_forbidden","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_create_reminder_forbidden"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_timeline_forbidden","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_timeline_forbidden"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_escalation_forbidden","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_escalation_forbidden"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_delete_forbidden","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestSubResourceIsolation::test_cross_user_delete_forbidden"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestPaidEntitlementIsolation::test_cross_user_paid_bundle_forbidden","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestPaidEntitlementIsolation::test_cross_user_paid_bundle_forbidden"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestPaidEntitlementIsolation::test_cross_user_bundle_preview_forbidden","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestPaidEntitlementIsolation::test_cross_user_bundle_preview_forbidden"
"ERROR","tests/e2e/test_t010_cross_user_rls_e2e.py::TestPaidEntitlementIsolation::test_entitlement_bound_to_owning_case_row","ENVIRONMENT","db/compose/test-env","Fresh compose DB was reachable but schema/data bootstrap was absent or incomplete (dominant errors: missing users/cases/rules/documents tables), causing cascade failures.","ERROR tests/e2e/test_t010_cross_user_rls_e2e.py::TestPaidEntitlementIsolation::test_entitlement_bound_to_owning_case_row"
